libid	batch	phylum	countgroup	taxon	taxid	sample_number	locality_number	sample_provider	n_specimens	reads_avg_seq	reads_max_seq	reads_median_seq	reads_min_seq	reads_N_50	reads_total_n	reads_total_seq	perc_reads_human	bag	n_contigs	largest_contig	total_length	GC_perc	N50	N75	L50	L75	busco_lineage	busco_perc_C	busco_perc_S	busco_perc_D	busco_perc_F	busco_perc_M	busco_set_size	mode_cov_dist	mapped_bases	genome_size_est	co1_length	co1_Superkingdom	co1_Kingdom	co1_Phylum	co1_Class	co1_Order	co1_Genus	co1_Species	lineage
a_78	b9	Arthropoda	Chilopoda	Lithobius melanops	1255755	Gr-Myr-00706		Görlitz		143.39	150	150	50	150	71838768	10301020043	0.51																												Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_8	b9	Arthropoda	Isopoda	Trichoniscus pusillus aggr.	33330	Gr-Myr-00684		Görlitz		146.9	150	150	50	150	69009824	10137632860	1.88	bag1	11830	21120	17056064	35.24	1667	1076	3066	6273	arthropoda_odb10	2.7	2.7	0	8.7	88.6	1013				682	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Trichoniscus	Trichoniscus pusillus	Trichoniscus;Trichoniscidae;Synocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_19	b3_b5	Arthropoda	Collembola	Protaphorura tricampata	187683	Gr-Coll-00134		Görlitz		124.31	150	140	50	150	36915503	4589044946	21.87	bag2	84522	116667	225014258	36.76	4323	1978	12679	32201	arthropoda_odb10	76.1	75.5	0.6	13	10.9	1013				682	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Protaphorura	Protaphorura janosik	Onychiurinae;Onychiuridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_8	b9	Arthropoda	Isopoda	Trichoniscus pusillus aggr.	33330	Gr-Myr-00684		Görlitz		146.9	150	150	50	150	69009824	10137632860	1.88	bag3	233040	404122	220875458	34.41	959	670	67120	136587	arthropoda_odb10	5.4	4.8	0.6	3.8	90.8	1013				682	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Trichoniscus	Trichoniscus pusillus	Trichoniscus;Trichoniscidae;Synocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_80	b9	Arthropoda	Chilopoda	Lithobius crassipesoides	2015377	Gr-Myr-00708		Görlitz		144.37	150	150	50	150	69099023	9975984382	0.51	bag1	7096	22820	15556521	42.14	2932	1642	1540	3312	arthropoda_odb10	2.6	2.6	0	6.9	90.5	1013				681	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobius	Lithobius microps	Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_2	b3_b5	Arthropoda	Collembola	Lepidocyrtus violaceus	707891	MetInv-E312		Görlitz		121.09	150	132	50	150	29324115	3550826992	0.5	bag2	51792	49631	202770814	37.97	6505	3416	9242	19942	arthropoda_odb10	85.3	84.5	0.8	7.5	7.2	1013				676	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Lepidocyrtus	Lepidocyrtus cyaneus	Lepidocyrtus;Lepidocyrtinae;Entomobryidae;Entomobryoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_80	b9	Arthropoda	Chilopoda	Lithobius crassipesoides	2015377	Gr-Myr-00708		Görlitz		144.37	150	150	50	150	69099023	9975984382	0.51	bag3	430939	58123	489857577	39.38	1246	852	121473	241080	arthropoda_odb10	3.9	3.8	0.1	11.8	84.3	1013				681	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobius	Lithobius microps	Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_81	b9	Arthropoda	Chilopoda	Lithobius crassipes	1147027	Gr-Myr-00709		Görlitz		143.86	150	150	50	150	69932822	10060220873	0.37	bag1	8268	27281	24348760	41.46	3898	2389	2035	4024	arthropoda_odb10	6.5	6.3	0.2	8.9	84.6	1013				681	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobius	Lithobius crassipes	Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_20	b3_b5	Arthropoda	Collembola	Sinella curviseta	187695	Gr-Coll-00137		Görlitz		119.31	150	128	50	150	19985554	2384404779	0.49	bag2	215388	32228	231200925	36.76	1166	799	64064	124159	arthropoda_odb10	21.1	21	0.1	41.2	37.7	1013				681	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Homidia	Homidia cf. laha 4370	Sinella;Entomobryinae;Entomobryidae;Entomobryoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_81	b9	Arthropoda	Chilopoda	Lithobius crassipes	1147027	Gr-Myr-00709		Görlitz		143.86	150	150	50	150	69932822	10060220873	0.37	bag3	407482	38019	586862237	39.82	1714	1064	101938	211560	arthropoda_odb10	13.9	13.6	0.3	30.7	55.4	1013				681	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobius	Lithobius crassipes	Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_82	b9	Arthropoda	Chilopoda	Lithobius muticus	1569489	Gr-Myr-00710		Görlitz		146.45	150	150	50	150	67358522	9864970136	0.64																												Lithobius;Lithobiidae;Lithobiomorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_83	b9	Arthropoda	Chilopoda	Stenotaenia linearis	1569481	Gr-Myr-00711		Görlitz		146.61	150	150	50	150	69013805	10118248386	1.13	bag1	6607	292767	60345936	35.75	23791	8905	596	1647	arthropoda_odb10	64.5	63.3	1.2	6	29.5	1013				681	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Stenotaenia	Stenotaenia linearis	Stenotaenia;Geophilidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_21	b3_b5	Arthropoda	Collembola	Tetrodontophora bielanensis	48717	Gr-Coll-00140		Görlitz		122.95	150	136	50	150	34034990	4184644355	2.19	bag2	153034	39849	159168272	32.22	1081	735	41929	86870	arthropoda_odb10	3.7	3.7	0	13.1	83.2	1013				682	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Protaphorura	Tetrodontophora bielanensis	Tetrodontophora;Tetrodontophorinae;Onychiuridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_83	b9	Arthropoda	Chilopoda	Stenotaenia linearis	1569481	Gr-Myr-00711		Görlitz		146.61	150	150	50	150	69013805	10118248386	1.13	bag3	57094	292767	174864617	37.3	7546	2541	4348	14573	arthropoda_odb10	87.7	85.4	2.3	7.6	4.7	1013				681	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Stenotaenia	Stenotaenia linearis	Stenotaenia;Geophilidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_84	b9	Arthropoda	Chilopoda	Geophilus carpophagus	173285	Gr-Myr-00712		Görlitz		147.18	150	150	50	150	72867221	10724694871	0.28	bag1	6373	194160	58603855	31.86	17232	8322	909	2133	arthropoda_odb10	69.1	67.5	1.6	4	26.9	1013				681	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Schendylidae-undef	Geophilus carpophagus	Geophilus;Geophilidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_22	b3_b5	Arthropoda	Collembola	Thalassaphorura encarpata	2583954	Gr-Coll-00143		Görlitz		131.19	150	150	50	150	30567674	4010271114	0.28	bag2	61373	144612	211630476	36.74	7117	2656	6700	19185	arthropoda_odb10	88.6	87.2	1.4	5.1	6.3	1013				682	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Thalassaphorura	Thalassaphorura sp. YB-2013	Thalassaphorura;Onychiurinae;Onychiuridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_84	b9	Arthropoda	Chilopoda	Geophilus carpophagus	173285	Gr-Myr-00712		Görlitz		147.18	150	150	50	150	72867221	10724694871	0.28	bag3	41644	194160	159645602	31.71	8284	3385	4380	12034	arthropoda_odb10	93.3	90.2	3.1	4.1	2.6	1013				681	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Schendylidae-undef	Geophilus carpophagus	Geophilus;Geophilidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_86	b9	Arthropoda	Diplopoda	Kryphioiulus occultus	1008825	Gr-Myr-00714		Görlitz		144.42	150	150	50	150	72748115	10506390772	0.55	bag1	4510	199451	73337677	38.48	30553	15718	702	1535	arthropoda_odb10	50.6	50.3	0.3	4	45.4	1013				680	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Brachyiulus	Brachyiulus pusillus	Kryphioiulus;Julidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_23	b3_b5	Arthropoda	Collembola	Tomocerus minor	187706	Gr-Coll-00146		Görlitz		126.03	150	149	50	150	20028915	2524214928	0.29	bag2	95944	71518	202725402	35.08	3692	1409	12130	35436	arthropoda_odb10	64.9	64.4	0.5	19.5	15.6	1013				680	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Tomocerus	Tomocerus minor	Tomocerus;Tomoceridae;Tomoceroidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_86	b9	Arthropoda	Diplopoda	Kryphioiulus occultus	1008825	Gr-Myr-00714		Görlitz		144.42	150	150	50	150	72748115	10506390772	0.55	bag3	31034	199451	254095937	37.71	18996	8228	3503	8603	arthropoda_odb10	86.4	85.9	0.5	8.3	5.3	1013				680	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Brachyiulus	Brachyiulus pusillus	Kryphioiulus;Julidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_87	b9	Arthropoda	Diplopoda	Choneiulus palmatus	1008849	Gr-Myr-00715		Görlitz		147.28	150	150	50	150	70342309	10360213748	0.26	bag1	7722	25382	27923321	36.71	4981	2994	1815	3617	arthropoda_odb10	10.3	10.3	0	17.9	71.8	1013				678	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Choneiulus	Choneiulus palmatus	Choneiulus;Blaniulidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_1	b3_b5	Arthropoda	Collembola	Isotoma viridis	187635	AEG 43 Kempson 29.04.2019		Resoilience		131.59	150	150	50	150	53195587	7000128805	9.04	bag2	74833	65815	217712265	32.31	5775	2434	10017	24427	arthropoda_odb10	78	77	1	11	11	1013				602	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Entomobryomorpha-undef	Entomobryomorpha sp. 1 SF-2017	Isotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_87	b9	Arthropoda	Diplopoda	Choneiulus palmatus	1008849	Gr-Myr-00715		Görlitz		147.28	150	150	50	150	70342309	10360213748	0.26	bag3	182628	50938	349572331	34.9	2463	1420	41326	88459	arthropoda_odb10	28.9	28.4	0.5	37.6	33.5	1013				678	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Choneiulus	Choneiulus palmatus	Choneiulus;Blaniulidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_9	b9	Arthropoda	Isopoda	Porcellio spinicornis	172005	Gr-Myr-00685		Görlitz		146.18	150	150	50	150	69127192	10104977358	1.92	bag1	13778	37129	15678690	35.44	1218	800	3524	7531	arthropoda_odb10	0.2	0.1	0.1	0.3	99.5	1013				683	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Porcellio	Porcellio spinicornis	Porcellio;Porcellionidae;Crinocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P3_8	b3_b5	Arthropoda	Collembola	Protaphorura tricampata	187683	Gr-Coll-00134		Görlitz		131.31	150	150	50	150	61391809	8061618725	36.62	bag2	142174	32363	246139756	36.76	2377	1231	27563	63885	arthropoda_odb10	59.4	58.8	0.6	23.2	17.4	1013				682	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Protaphorura	Protaphorura janosik	Onychiurinae;Onychiuridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_9	b9	Arthropoda	Isopoda	Porcellio spinicornis	172005	Gr-Myr-00685		Görlitz		146.18	150	150	50	150	69127192	10104977358	1.92	bag3	183462	332220	153933802	33.98	827	623	59844	113978	arthropoda_odb10	1.1	0.9	0.2	2	96.9	1013				683	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Porcellio	Porcellio spinicornis	Porcellio;Porcellionidae;Crinocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_90	b9	Arthropoda	Diplopoda	Brachyiulus pusillus	1008843	Gr-Myr-00718		Görlitz		145.64	150	150	50	150	80684071	11750938767	0.32																												Brachyiulus;Julidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_91	b9	Arthropoda	Diplopoda	Rossiulus vilnensis		Gr-Myr-00719		Görlitz		145.97	150	150	50	150	77848738	11363779880	0.25	bag1	4802	127272	74762284	38.47	26648	14951	875	1802	arthropoda_odb10	53.4	53.1	0.3	4.5	42.1	1013				681	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Brachyiulus	Brachyiulus pusillus	
P4_13	b3_b5	Arthropoda	Collembola	Ceratophysella denticulata	928250	Gr-Coll-00105		Görlitz		134.32	150	150	50	150	70421522	9459098106	0.59	bag2	89135	91750	207418685	39.06	4354	1688	10411	30120	arthropoda_odb10	71.1	69.9	1.2	17.8	11.1	1013	18	9105141195	505841177.5	682	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Ceratophysella	Ceratophysella denticulata	Ceratophysella;Hypogastruridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_91	b9	Arthropoda	Diplopoda	Rossiulus vilnensis		Gr-Myr-00719		Görlitz		145.97	150	150	50	150	77848738	11363779880	0.25	bag3	27572	129385	241937306	37.48	18764	9188	3654	8221	arthropoda_odb10	88.8	88.5	0.3	5.9	5.3	1013				681	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Brachyiulus	Brachyiulus pusillus	
a_92	b9	Arthropoda	Diplopoda	Ophyiulus pilosus	118470	Gr-Myr-00720		Görlitz		146.01	150	150	50	150	72235725	10547444202	0.39	bag1	7170	453707	72756322	37.95	26700	8894	531	1776	arthropoda_odb10	48.4	48	0.4	8.8	42.8	1013				681	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Ophyiulus	Ophyiulus pilosus	Ophyiulus;Julidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_14	b3_b5	Arthropoda	Collembola	Isotomiella minor	370032	Gr-Coll-00114		Görlitz		129.49	150	150	50	150	54694968	7082293469	1.79	bag2	74315	208804	155004536	36.3	3360	1532	11136	28336	arthropoda_odb10	81.4	80.6	0.8	10	8.6	1013				503	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia fimetaria L1	Isotomiella;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_92	b9	Arthropoda	Diplopoda	Ophyiulus pilosus	118470	Gr-Myr-00720		Görlitz		146.01	150	150	50	150	72235725	10547444202	0.39	bag3	66245	525970	243463560	37.51	8360	3043	5107	17588	arthropoda_odb10	75.8	75.3	0.5	14.1	10.1	1013				681	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Ophyiulus	Ophyiulus pilosus	Ophyiulus;Julidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_93	b9	Arthropoda	Diplopoda	Julus scanicus	541046	Gr-Myr-00721		Görlitz		147.3	150	150	50	150	74115056	10917405882	0.54	bag1	7462	205375	82338588	37.88	20230	10295	1164	2590	arthropoda_odb10	54.5	54.2	0.3	3.7	41.8	1013				680	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Julus	Julus scandinavius	Julidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_15	b3_b5	Arthropoda	Collembola	Mesaphorura macrochaeta	2651973	Gr-Coll-00123		Görlitz		111.78	150	115	50	141	15647695	1749170465	40.67	bag2	1604	10461	1222518	47.12	710	576	551	1034											481	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Ceratophysella	Ceratophysella aff. denticulata L3	Mesaphorura;Stenaphorurinae;Tullbergiidae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_93	b9	Arthropoda	Diplopoda	Julus scanicus	541046	Gr-Myr-00721		Görlitz		147.3	150	150	50	150	74115056	10917405882	0.54	bag3	49485	205375	287188225	36.77	12555	5668	5881	14450	arthropoda_odb10	91.9	91.3	0.6	4.1	4	1013				680	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Julus	Julus scandinavius	Julidae;Julida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_94	b9	Arthropoda	Diplopoda	Glomeris klugii	1766073	Gr-Myr-00722		Görlitz		144.6	150	150	50	150	75957788	10983667891	0.22																												Glomeris;Glomeridae;Glomerida;Pentazonia;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_95	b9	Arthropoda	Diplopoda	Melogona voigti	1147011	Gr-Myr-00723		Görlitz		141.89	150	150	50	150	72310948	10260165327	0.53	bag1	5157	66304	40266412	41.19	11174	6883	1149	2286	arthropoda_odb10	26.1	25.7	0.4	8.4	65.5	1013				680	Eukaryota	Metazoa	Arthropoda	Diplopoda	Chordeumatida	Melogona	Melogona broelemanni	Melogona;Chordeumatidae;Chordeumatida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_16	b3_b5	Arthropoda	Collembola	Parisotoma notabilis	187682	Gr-Coll-00126		Görlitz		131.55	150	150	50	150	44444279	5846546073	1.09	bag2	124024	40847	180669585	34.05	1860	1007	25653	58969	arthropoda_odb10	47.1	44.4	2.7	32.1	20.8	1013				682	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Parisotoma	Parisotoma aff. notabilis L0	Parisotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_95	b9	Arthropoda	Diplopoda	Melogona voigti	1147011	Gr-Myr-00723		Görlitz		141.89	150	150	50	150	72310948	10260165327	0.53	bag3	108403	66304	391487929	40.97	6008	2998	18522	41568	arthropoda_odb10	64.3	63.6	0.7	23.4	12.3	1013				680	Eukaryota	Metazoa	Arthropoda	Diplopoda	Chordeumatida	Melogona	Melogona broelemanni	Melogona;Chordeumatidae;Chordeumatida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_96	b9	Arthropoda	Diplopoda	Glomeris hexasticha	1392624	Gr-Myr-00724		Görlitz		142.64	150	150	50	150	68071925	9709739966	1.96	bag1	8101	62991	53930132	39.46	10060	5776	1621	3371	arthropoda_odb10	45.3	45.2	0.1	7.2	47.5	1013				680	Eukaryota	Metazoa	Arthropoda	Diplopoda	Glomerida	Glomeris	Glomeris oblongoguttata	Glomeris;Glomeridae;Glomerida;Pentazonia;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P4_19	b3_b5	Arthropoda	Collembola	Neelus murinus	1348065	CS333		Clément Schneider		115.5	150	125	50	150	11664868	1347338608	49.86	bag2	568	3018	384606	53.74	636	556	224	386	arthropoda_odb10	0	0	0	0	100	1013				237	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Eukaryota-undef	uncultured eukaryote	Neelus;Neelidae;Neelipleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_96	b9	Arthropoda	Diplopoda	Glomeris hexasticha	1392624	Gr-Myr-00724		Görlitz		142.64	150	150	50	150	68071925	9709739966	1.96	bag3	80235	492633	245702234	40.02	5039	2340	12097	30109	arthropoda_odb10	81.6	80.5	1.1	10.6	7.8	1013				680	Eukaryota	Metazoa	Arthropoda	Diplopoda	Glomerida	Glomeris	Glomeris oblongoguttata	Glomeris;Glomeridae;Glomerida;Pentazonia;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
MI_32	b0	Arthropoda	Oribatida	Acrotritia duplicata	1979925	Metainvert_32		Görlitz		137.94	150	150	50	150	9692709	1337008487	1.91	bag1	8348	21744	11168611	40.01	1489	953	2082	4439	arachnida_odb10	21.1	20.6	0.5	9.7	69.2	2934	3	334558292	111519430.7	662	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
