libid	batch	phylum	countgroup	taxon	taxid	sample_number	Reads avg. seq:	Reads max seq:	Reads median seq:	Reads min seq:	Reads N 50:	Reads total n:	Reads total seq:	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	bag	perc_reads_human	busco_lineage	Busco % C	Busco % S	Busco % D	Busco % F	Busco % M	Busco set size	mode_cov_dist	mapped_bases	genome_size_est	co1_Order	co1_Genus	co1_Species
MI_44	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_44	134.29	150	150	50	150	9465495	1271100579	5227	16934	6106935	38.69	1278	886	1550	2991	bag1	5.06	nematoda_odb10	3.7	3.7	0	3.4	92.9	3131	6	284851818	47475303	Rhabditida	Acrobeloides	Acrobeloides varius
MI_44	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_44	134.29	150	150	50	150	9465495	1271100579	54549	16934	49376150	36.94	932	683	17758	33285	bag2	5.06	nematoda_odb10	5.9	5.8	0.1	5.5	88.6	3131	2	871921581	435960790.5	Rhabditida	Acrobeloides	Acrobeloides varius
MI_44	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_44	134.29	150	150	50	150	9465495	1271100579	58673	54179	59308016	40.71	1013	710	15996	33578	bag3	5.06	nematoda_odb10	6.6	6.2	0.4	4.5	88.9	3131	2	1024642548	512321274	Rhabditida	Acrobeloides	Acrobeloides varius
MI_45	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_45	137.8	150	150	50	150	10986763	1514019857	7894	21515	17632678	37.29	2749	1753	2095	4088	bag1	0.86	nematoda_odb10	14.9	14.8	0.1	7.1	78	3131	8	592309360	74038670	Rhabditida	Acrobeloides	Acrobeloides varius
MI_45	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_45	137.8	150	150	50	150	10986763	1514019857	75076	21515	103971068	36.18	1626	1030	19596	39835	bag2	0.86	nematoda_odb10	22.6	22.2	0.4	10.2	67.2	3131	5	1354914228	270982845.6	Rhabditida	Acrobeloides	Acrobeloides varius
MI_45	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_45	137.8	150	150	50	150	10986763	1514019857	76597	21515	105980145	36.33	1629	1027	19890	40522	bag3	0.86	nematoda_odb10	22.9	22.5	0.4	10.1	67	3131	5	1377531152	275506230.4	Rhabditida	Acrobeloides	Acrobeloides varius
MI_46	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_46	134.19	150	150	50	150	8224033	1103591745	7177	16959	11864348	37.75	1948	1273	1999	3874	bag1	0.94	nematoda_odb10	8.4	8.3	0.1	5.3	86.3	3131	6	378273941	63045656.83	Rhabditida	Acrobeloides	Acrobeloides varius
MI_46	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_46	134.19	150	150	50	150	8224033	1103591745	71810	16959	81276536	36.32	1239	855	20932	40813	bag2	0.94	nematoda_odb10	13.2	13	0.2	7.9	78.9	3131	4	972521217	243130304.3	Rhabditida	Acrobeloides	Acrobeloides varius
MI_46	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_46	134.19	150	150	50	150	8224033	1103591745	72525	16959	82374172	36.36	1244	857	21066	41152	bag3	0.94	nematoda_odb10	13.2	13	0.2	7.8	79	3131	4	984209678	246052419.5	Rhabditida	Acrobeloides	Acrobeloides varius
MI_47	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_47	138.87	150	150	50	150	9113817	1265594678	7900	16969	14930083	37.46	2253	1477	2154	4187	bag1	0.06	nematoda_odb10	12.8	12.6	0.2	7	80.2	3131	7	469857513	67122501.86	Rhabditida	Acrobeloides	Acrobeloides varius
MI_47	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_47	138.87	150	150	50	150	9113817	1265594678	83014	16969	102703006	36.08	1387	926	23106	45896	bag2	0.06	nematoda_odb10	19.7	19.1	0.6	9.9	70.4	3131	5	1161350407	232270081.4	Rhabditida	Acrobeloides	Acrobeloides varius
MI_47	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_47	138.87	150	150	50	150	9113817	1265594678	83664	16969	103918988	36.11	1394	929	23223	46186	bag3	0.06	nematoda_odb10	19.7	19.1	0.6	9.9	70.4	3131	5	1172036661	234407332.2	Rhabditida	Acrobeloides	Acrobeloides varius
MI_48	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_48	139.54	150	150	50	150	8000787	1116416527	18399	33253	53665459	40.94	3860	2336	4333	8781	bag1	0.34	arthropoda_odb10	62	61.9	0.1	16.9	21.1	1013	6	577100950	96183491.67	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_48	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_48	139.54	150	150	50	150	8000787	1116416527	58186	33253	117331710	39.64	2748	1538	12480	26742	bag2	0.34	arthropoda_odb10	65.8	65.7	0.1	17	17.2	1013	5	1048158785	209631757	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_48	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_48	139.54	150	150	50	150	8000787	1116416527	58422	33253	117915193	39.66	2753	1540	12510	26820	bag3	0.34	arthropoda_odb10	67.7	67.6	0.1	17.4	14.9	1013	5	1054163063	210832612.6	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_49	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_49	128.38	150	150	50	150	7598491	975529439	3401	19390	3981369	41.2	1242	739	675	1749	bag1	1.89	arachnida_odb10	5.1	5.1	0	3.9	91	2934	2	219936495	109968247.5	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_49	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_49	128.38	150	150	50	150	7598491	975529439	19426	19390	17087895	38.7	841	611	5561	11634	bag2	1.89	arachnida_odb10	6.8	6.6	0.2	5.6	87.6	2934	2	799157084	399578542	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_49	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_49	128.38	150	150	50	150	7598491	975529439	21381	19390	18680415	40.54	833	612	6211	12869	bag3	1.89	arachnida_odb10	7.5	7.4	0.1	4.6	87.9	2934	2	811399921	405699960.5	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_51	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_51	133.45	150	150	50	150	8308361	1108735209	24	4127	30076	40.43	1613	862	7	13	bag1	0.36	nematoda_odb10	0	0	0	0	100	3131	1	499302	499302	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_51	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_51	133.45	150	150	50	150	8308361	1108735209	69279	16507	109935003	39.82	1986	1191	16870	34763	bag2	0.36	nematoda_odb10	18	17.5	0.5	2.8	79.2	3131	4	997729096	249432274	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_51	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_51	133.45	150	150	50	150	8308361	1108735209	69619	16507	110547808	39.84	1990	1192	16938	34912	bag3	0.36	nematoda_odb10	18.2	17.7	0.5	2.8	79	3131	4	1006624226	251656056.5	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_52	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_52	138.24	150	150	50	150	8070669	1115706532	5627	16957	7429524	38.29	1492	1005	1642	3161	bag1	2.66	nematoda_odb10	3.9	3.9	0	4.1	92	3131	4	260158660	65039665	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_52	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_52	138.24	150	150	50	150	8070669	1115706532	58978	16957	58241676	36.7	1043	742	18354	34904	bag2	2.66	nematoda_odb10	6.6	6.5	0.1	5.9	87.5	3131	2	792409088	396204544	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_52	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_52	138.24	150	150	50	150	8070669	1115706532	62077	50188	65482465	39.22	1102	761	17389	35326	bag3	2.66	nematoda_odb10	7.4	7	0.4	5.1	87.5	3131	2	882051654	441025827	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_53	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_53	136.7	150	150	50	150	8686856	1187512240	5615	17155	7307750	38.11	1456	990	1647	3171	bag1	1.85	nematoda_odb10	4.7	4.6	0.1	3.3	92	3131	4	247016261	61754065.25	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_53	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_53	136.7	150	150	50	150	8686856	1187512240	66404	17155	63595833	36.87	1007	711	20617	39445	bag2	1.85	nematoda_odb10	7.6	7.4	0.2	6.2	86.2	3131	2	842060561	421030280.5	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_53	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_53	136.7	150	150	50	150	8686856	1187512240	71076	17155	69781090	38.7	1036	722	21479	41704	bag3	1.85	nematoda_odb10	7.8	7.6	0.2	5.6	86.6	3131	2	909896989	454948494.5	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_54	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_54	132.61	150	150	50	150	12143108	1610267443	7854	16948	16772445	37.42	2571	1696	2161	4160	bag1	0.25	nematoda_odb10	13.6	13.4	0.2	6.6	79.8	3131	8	596367886	74545985.75	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_54	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_54	132.61	150	150	50	150	12143108	1610267443	78182	19728	106408470	36.25	1588	1019	20927	41984	bag2	0.25	nematoda_odb10	22.1	21.6	0.5	9.4	68.5	3131	5	1409977661	281995532.2	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_54	b0	Nematoda	Nematoda	Acrobeloides nanus	290746	Metainvert_54	132.61	150	150	50	150	12143108	1610267443	80621	19728	109221067	36.38	1584	1012	21456	43175	bag3	0.25	nematoda_odb10	22	21.5	0.5	9.5	68.5	3131	5	1438010679	287602135.8	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_55	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_55	122.28	150	137	50	150	9851738	1204675005	764	15175	565398	46.96	690	572	271	499	bag1	5.3	arthropoda_odb10	0.1	0.1	0	0.9	99	1013	1	10752934	10752934	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_55	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_55	122.28	150	137	50	150	9851738	1204675005	6769	15175	4200560	43.12	584	533	2842	4731	bag2	5.3	arthropoda_odb10	0.1	0.1	0	1	98.9	1013	1	431582602	431582602	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_55	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_55	122.28	150	137	50	150	9851738	1204675005	9065	15175	6140417	43.66	609	541	3418	6107	bag3	5.3	arthropoda_odb10	0.1	0.1	0	1.6	98.3	1013	1	556347436	556347436	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_56	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_56	128.92	150	150	50	150	13472687	1736887289	18238	53997	61211481	40.53	4614	2751	4152	8447	bag1	0.34	arthropoda_odb10	65.1	64.9	0.2	15.3	19.6	1013	8	940966029	117620753.6	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_56	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_56	128.92	150	150	50	150	13472687	1736887289	55023	53997	125546130	39.47	3381	1808	10813	23479	bag2	0.34	arthropoda_odb10	67.7	67.5	0.2	17.4	14.9	1013	6	1577195694	262865949	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_56	b0	Arthropoda	Collembola	Folsomia penicula	266765	Metainvert_56	128.92	150	150	50	150	13472687	1736887289	55269	53997	126239474	39.49	3385	1809	10849	23567	bag3	0.34	arthropoda_odb10	68.9	68.7	0.2	17.3	13.8	1013	6	1584114823	264019137.2	Entomobryomorpha	Folsomia	Folsomia quadrioculata
MI_57	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_57	132.43	150	150	50	150	15014672	1988417748	10521	29674	16903341	37.88	1869	1197	2637	5464	bag1	1.62	arachnida_odb10	31	30.5	0.5	10.4	58.6	2934	4	645698731	161424682.8	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_57	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_57	132.43	150	150	50	150	15014672	1988417748	85773	29674	91292971	32.96	1148	766	24021	48504	bag2	1.62	arachnida_odb10	36.7	36.2	0.5	13.2	50.1	2934	2	1767032612	883516306	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_57	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_57	132.43	150	150	50	150	15014672	1988417748	86739	29674	92574520	33.07	1152	766	24186	48957	bag3	1.62	arachnida_odb10	37.8	37.2	0.6	13.2	49	2934	2	1778530798	889265399	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
MI_58	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_58	129.34	150	150	50	150	14260326	1844379150	8928	20873	12679883	38.25	1616	1028	2196	4683	bag1	1.87	arachnida_odb10	20.8	20.6	0.2	10	69.2	2934	4	573327133	143331783.3	Sarcoptiformes	Cepheus	Euphthiracarus sp. AMUOR021
MI_58	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_58	129.34	150	150	50	150	14260326	1844379150	74001	20991	73459831	32.77	1039	719	21734	43096	bag2	1.87	arachnida_odb10	26.6	26.3	0.3	13.2	60.2	2934	2	1586384811	793192405.5	Sarcoptiformes	Cepheus	Euphthiracarus sp. AMUOR021
MI_58	b0	Arthropoda	Acari	Acrotritia duplicata	1979925	Metainvert_58	129.34	150	150	50	150	14260326	1844379150	75614	20991	75104312	33.09	1040	717	22121	43982	bag3	1.87	arachnida_odb10	27	26.6	0.4	13.3	59.7	2934	2	1601307223	800653611.5	Sarcoptiformes	Cepheus	Euphthiracarus sp. AMUOR021
P1_1	b3_b5	Arthropoda	Acari	Liebstadia similis	1250587	MetInv-E315	121.54	150	150	50	150	32157319	3908494283	5950	72864	46495395	36.46	11246	6750	1288	2611	bag1		arachnida_odb10	79.6	78.3	1.3	2	18.4	2934	14	1712505585	122321827.5	Sarcoptiformes	Rostrozetes	Scheloribates pallidulus
P1_1	b3_b5	Arthropoda	Acari	Liebstadia similis	1250587	MetInv-E315	121.54	150	150	50	150	32157319	3908494283	20690	72864	90126144	35.21	7748	3784	3276	7419	bag2		arachnida_odb10	90.1	88.5	1.6	2.7	7.2	2934	1	2689620050	2689620050	Sarcoptiformes	Rostrozetes	Scheloribates pallidulus
P1_1	b3_b5	Arthropoda	Acari	Liebstadia similis	1250587	MetInv-E315	121.54	150	150	50	150	32157319	3908494283	42867	99217	118681852	41.79	6456	2279	4770	12398	bag3		arachnida_odb10	93.2	91	2.2	2.6	4.2	2934				Sarcoptiformes	Rostrozetes	Scheloribates pallidulus
P1_10	b3_b5	Arthropoda	Acari	Minunthozetes semirufus	1979919	Gr-Ori-00045	130.61	150	150	50	150	29209786	3815117594	4171	103626	49639616	32.52	19245	11578	819	1651	bag1		arachnida_odb10	80.5	79.1	1.4	1.4	18.1	2934	33	2067251167	62643974.76	Sarcoptiformes	Tegoribates	Tegoribates sp. BOLD:AAE1477
P1_10	b3_b5	Arthropoda	Acari	Minunthozetes semirufus	1979919	Gr-Ori-00045	130.61	150	150	50	150	29209786	3815117594	15871	103626	85109683	32.03	13618	6098	1770	4061	bag2		arachnida_odb10	90.8	89.3	1.5	1.4	7.8	2934	1	3258711653	3258711653	Sarcoptiformes	Tegoribates	Tegoribates sp. BOLD:AAE1477
P1_10	b3_b5	Arthropoda	Acari	Minunthozetes semirufus	1979919	Gr-Ori-00045	130.61	150	150	50	150	29209786	3815117594	26508	103626	99195058	35.85	11734	4010	2261	5815	bag3		arachnida_odb10	94.9	93.4	1.5	1.5	3.6	2934				Sarcoptiformes	Tegoribates	Tegoribates sp. BOLD:AAE1477
P1_11	b3_b5	Arthropoda	Acari	Nothrus palustris	198293	Gr-Ori-00051	137.09	150	150	50	150	33464006	4587685357	10624	32244	42746871	30.97	5227	3284	2655	5224	bag1		arachnida_odb10	75.9	74.8	1.1	4	20.1	2934	10	1357018151	135701815.1	Sarcoptiformes	Nothrus	Nothrus sp. BOLD:AAF9127
P1_11	b3_b5	Arthropoda	Acari	Nothrus palustris	198293	Gr-Ori-00051	137.09	150	150	50	150	33464006	4587685357	78074	32244	156105908	28.8	2753	1486	16149	35516	bag2		arachnida_odb10	85.9	84.6	1.3	4.7	9.4	2934	1	2745003498	2745003498	Sarcoptiformes	Nothrus	Nothrus sp. BOLD:AAF9127
P1_11	b3_b5	Arthropoda	Acari	Nothrus palustris	198293	Gr-Ori-00051	137.09	150	150	50	150	33464006	4587685357	107469	285122	198671533	34.73	2699	1304	18613	45346	bag3		arachnida_odb10	88	85.1	2.9	4.4	7.6	2934				Sarcoptiformes	Nothrus	Nothrus sp. BOLD:AAF9127
P1_12	b3_b5	Arthropoda	Acari	Dissorhina ornata	2202870	Gr-Ori-00054	136.4	150	150	50	150	26255575	3581325945	7497	63625	44048165	30.38	8785	5128	1543	3176	bag1		arachnida_odb10	78.5	77.1	1.4	2.4	19.1	2934	18	1647629971	91534998.39	Sarcoptiformes	Oppiidae-undef	Oppiidae sp. BOLD:AAM7257
P1_12	b3_b5	Arthropoda	Acari	Dissorhina ornata	2202870	Gr-Ori-00054	136.4	150	150	50	150	26255575	3581325945	45189	63625	122524533	27.2	4600	2182	7138	16861	bag2		arachnida_odb10	88.8	87.2	1.6	2.9	8.3	2934	10	3054883673	305488367.3	Sarcoptiformes	Oppiidae-undef	Oppiidae sp. BOLD:AAM7257
P1_12	b3_b5	Arthropoda	Acari	Dissorhina ornata	2202870	Gr-Ori-00054	136.4	150	150	50	150	26255575	3581325945	54694	63625	132583128	29.4	4280	1919	8069	19718	bag3		arachnida_odb10	91.8	90.1	1.7	2.9	5.3	2934				Sarcoptiformes	Oppiidae-undef	Oppiidae sp. BOLD:AAM7257
P1_13	b3_b5	Arthropoda	Acari	Oribatella quadricornuta	198298	Gr-Ori-00057	137.26	150	150	50	150	31646182	4343698260	9756	84473	42853549	34.59	7051	3708	1692	3789	bag1	6.43	arachnida_odb10	76.9	75.9	1	3.3	19.8	2934	24	1829946063	76247752.63	Sarcoptiformes	Oribatellidae-undef	Propelops sp. BOLD:AAB0332
P1_13	b3_b5	Arthropoda	Acari	Oribatella quadricornuta	198298	Gr-Ori-00057	137.26	150	150	50	150	31646182	4343698260	56159	106288	120134531	33.04	3436	1564	8503	21629	bag2	6.43	arachnida_odb10	86.8	85.9	0.9	3.8	9.4	2934	1	3424335170	3424335170	Sarcoptiformes	Oribatellidae-undef	Propelops sp. BOLD:AAB0332
P1_13	b3_b5	Arthropoda	Acari	Oribatella quadricornuta	198298	Gr-Ori-00057	137.26	150	150	50	150	31646182	4343698260	78127	180472	145692552	38.39	2978	1267	11322	30528	bag3	6.43	arachnida_odb10	89.5	88	1.5	3.7	6.8	2934				Sarcoptiformes	Oribatellidae-undef	Propelops sp. BOLD:AAB0332
P1_14	b3_b5	Arthropoda	Acari	Eupelops occultus	2234141	Gr-Ori-00060	141.06	150	150	50	150	41062745	5792385305	7905	55298	40725679	32.04	8089	4447	1471	3162	bag1	2.2	arachnida_odb10	80	79	1	2.8	17.2	2934	22	1625151986	73870544.82	Sarcoptiformes	Eupelops	Eupelops occultus
P1_14	b3_b5	Arthropoda	Acari	Eupelops occultus	2234141	Gr-Ori-00060	141.06	150	150	50	150	41062745	5792385305	46886	57682	105149395	31.5	4045	1715	6353	16450	bag2	2.2	arachnida_odb10	88.9	87.6	1.3	3.3	7.8	2934	1	3182948145	3182948145	Sarcoptiformes	Eupelops	Eupelops occultus
P1_14	b3_b5	Arthropoda	Acari	Eupelops occultus	2234141	Gr-Ori-00060	141.06	150	150	50	150	41062745	5792385305	106013	638441	185600825	44.58	2870	1103	12865	39958	bag3	2.2	arachnida_odb10	91.3	88.1	3.2	2.9	5.8	2934				Sarcoptiformes	Eupelops	Eupelops occultus
P1_15	b3_b5	Arthropoda	Acari	Quadroppia maritalis	1250640	Gr-Ori-00063	136.74	150	150	50	150	25090206	3430789247	3021	143323	43966151	32.84	26491	14518	492	1051	bag1	5.92	arachnida_odb10	70.5	69.3	1.2	0.8	28.7	2934	26	1726789486	66414980.23	Sarcoptiformes	Peloptulus	Peloptulus phaenotus
P1_15	b3_b5	Arthropoda	Acari	Quadroppia maritalis	1250640	Gr-Ori-00063	136.74	150	150	50	150	25090206	3430789247	10453	197961	73591724	32.14	19133	7334	983	2525	bag2	5.92	arachnida_odb10	90.6	88.9	1.7	1.1	8.3	2934	2	2544382726	1272191363	Sarcoptiformes	Peloptulus	Peloptulus phaenotus
P1_15	b3_b5	Arthropoda	Acari	Quadroppia maritalis	1250640	Gr-Ori-00063	136.74	150	150	50	150	25090206	3430789247	28360	197961	95700513	38.91	13945	3331	1559	5046	bag3	5.92	arachnida_odb10	95.9	93.7	2.2	1	3.1	2934				Sarcoptiformes	Peloptulus	Peloptulus phaenotus
P1_16	b3_b5	Arthropoda	Acari	Liebstadia similis	1250587	Gr-Ori-00066	127.31	150	150	50	150	26590161	3385131026	6407	79082	39550918	37.24	8571	5203	1467	2940	bag1	18.94	arachnida_odb10	81.3	79.9	1.4	1.3	17.4	2934	12	953852059	79487671.58	Sarcoptiformes	Liebstadia	Eueremaeus sp. BOLD:AAY3113
P1_16	b3_b5	Arthropoda	Acari	Liebstadia similis	1250587	Gr-Ori-00066	127.31	150	150	50	150	26590161	3385131026	23662	79082	81867180	35.55	5828	2874	4030	9028	bag2	18.94	arachnida_odb10	91.4	90.1	1.3	1.5	7.1	2934	9	1619386854	179931872.7	Sarcoptiformes	Liebstadia	Eueremaeus sp. BOLD:AAY3113
P1_16	b3_b5	Arthropoda	Acari	Liebstadia similis	1250587	Gr-Ori-00066	127.31	150	150	50	150	26590161	3385131026	32703	116674	96072113	39.22	5512	2475	4670	11165	bag3	18.94	arachnida_odb10	94.5	92.7	1.8	1.5	4	2934				Sarcoptiformes	Liebstadia	Eueremaeus sp. BOLD:AAY3113
P1_17	b3_b5	Arthropoda	Acari	Tectocepheus sarekensis	198303	Gr-Ori-00069	117.2	150	126	50	150	13960831	1636254131	9000	13231	12397955	38.48	1588	1072	2617	4993	bag1	3.6	arachnida_odb10	37	36.7	0.3	12.4	50.6	2934	8	282013687	35251710.88	Sarcoptiformes	Tectocepheus	Tectocepheus sp. BOLD:ABW9787
P1_17	b3_b5	Arthropoda	Acari	Tectocepheus sarekensis	198303	Gr-Ori-00069	117.2	150	126	50	150	13960831	1636254131	52883	13231	54120335	33.4	1104	757	15941	30816	bag2	3.6	arachnida_odb10	44.5	43.9	0.6	15.7	39.8	2934	2	930999078	465499539	Sarcoptiformes	Tectocepheus	Tectocepheus sp. BOLD:ABW9787
P1_17	b3_b5	Arthropoda	Acari	Tectocepheus sarekensis	198303	Gr-Ori-00069	117.2	150	126	50	150	13960831	1636254131	67131	13231	66122200	39.04	1048	712	19898	39182	bag3	3.6	arachnida_odb10	45.6	44.4	1.2	14.9	39.5	2934				Sarcoptiformes	Tectocepheus	Tectocepheus sp. BOLD:ABW9787
P1_18	b3_b5	Arthropoda	Acari	Pantelozetes paolii	1979943	Gr-Ori-00072	127.74	150	150	50	150	22425824	2864642269	3567	282901	51172166	31.48	26658	14025	545	1199	bag1	2.43	arachnida_odb10	75.3	73.8	1.5	0.8	23.9	2934	23	1840853837	80037123.35	Sarcoptiformes	Peloribates	Peloribates sp. BOLD:ABX5392
P1_18	b3_b5	Arthropoda	Acari	Pantelozetes paolii	1979943	Gr-Ori-00072	127.74	150	150	50	150	22425824	2864642269	13773	282901	86254419	30.46	18229	6429	1162	3139	bag2	2.43	arachnida_odb10	91.5	90	1.5	0.9	7.6	2934	21	2626467398	125069876.1	Sarcoptiformes	Peloribates	Peloribates sp. BOLD:ABX5392
P1_18	b3_b5	Arthropoda	Acari	Pantelozetes paolii	1979943	Gr-Ori-00072	127.74	150	150	50	150	22425824	2864642269	15327	282901	89761055	30.87	18261	6334	1201	3279	bag3	2.43	arachnida_odb10	95.6	94.1	1.5	1.1	3.3	2934				Sarcoptiformes	Peloribates	Peloribates sp. BOLD:ABX5392
P1_19	b3_b5	Arthropoda	Myriapoda	Glomeris hexasticha	1392624	Gr-Myr-00075	126.94	150	145	50	150	27786042	3527159109	4136	21617	6278644	46.1	1912	1033	832	1979	bag1	8.73	arthropoda_odb10	2.2	2.2	0	5.6	92.2	1013	4	1322227382	330556845.5	Glomerida	Glomeris	Glomeris oblongoguttata
P1_19	b3_b5	Arthropoda	Myriapoda	Glomeris hexasticha	1392624	Gr-Myr-00075	126.94	150	145	50	150	27786042	3527159109	45812	21617	42821307	45.49	932	645	12725	26765	bag2	8.73	arthropoda_odb10	3.5	3.5	0	12.3	84.2	1013	1	2559289560	2559289560	Glomerida	Glomeris	Glomeris oblongoguttata
P1_19	b3_b5	Arthropoda	Myriapoda	Glomeris hexasticha	1392624	Gr-Myr-00075	126.94	150	145	50	150	27786042	3527159109	58941	61882	58354754	48.16	994	662	14924	33255	bag3	8.73	arthropoda_odb10	5.7	5.5	0.2	13.7	80.6	1013				Glomerida	Glomeris	Glomeris oblongoguttata
P1_2	b3_b5	Arthropoda	Acari	Achipteria nitens	229768	Gr-Ori-00021	131.53	150	150	50	150	35149359	4623042460	7623	43937	39982881	31.36	7028	4296	1806	3617	bag1	5.04	arachnida_odb10	82.8	81.6	1.2	1.5	15.7	2934	11	1683672601	153061145.5	Sarcoptiformes	Achipteria	Achipteria coleoptrata
P1_2	b3_b5	Arthropoda	Acari	Achipteria nitens	229768	Gr-Ori-00021	131.53	150	150	50	150	35149359	4623042460	36629	43937	100618427	29.31	4123	2131	6811	15289	bag2	5.04	arachnida_odb10	92.4	91	1.4	1.8	5.8	2934	1	2800610777	2800610777	Sarcoptiformes	Achipteria	Achipteria coleoptrata
P1_2	b3_b5	Arthropoda	Acari	Achipteria nitens	229768	Gr-Ori-00021	131.53	150	150	50	150	35149359	4623042460	47265	281865	116604205	33.27	3943	1919	7783	18423	bag3	5.04	arachnida_odb10	94.1	92.3	1.8	1.9	4	2934				Sarcoptiformes	Achipteria	Achipteria coleoptrata
